repo,path,number_of_headings,language,cve_count
sergeiadmin/05-03-Zest4Life-Ship-project-1-main,SECURITY.md,3,EN,0
Nboss7/ID-MPC,SECURITY.md,3,EN,0
The-holy-city-bitcoin/Readme.txt,SECURITY.md,3,EN,0
jillmnolan/business-day,SECURITY.md,3,EN,0
VISHALDINESH/Flipkart,SECURITY.md,3,EN,0
nelsonCastellanos/ArtWalkFrontEnd,SECURITY.md,3,EN,0
mrsekharaws/devops-repo-test,SECURITY.md,3,EN,0
Kevingwe12/masterproffessor,SECURITY.md,3,EN,0
cloudyspells/PSWattTime,SECURITY.md,3,EN,0
V33RU/IoTSecurity101,Automotive/Automotive-security.md,1,EN,0
QiLechan/JavaIM,SECURITY.md,2,ZH,0
jillmnolan/PHP-Development-Essentials,SECURITY.md,3,EN,0
themuuln/dice-roll,SECURITY.md,3,EN,0
aptible/aptible-cli,SECURITY.md,3,EN,0
DeathGabox/Dotfiles,.github/SECURITY.md,3,EN,0
CplNathan/SurePet2Google-Public,SECURITY.md,3,EN,0
dmitryburov/go-coinbase-socket,SECURITY.md,3,EN,0
xcampi/stormacademyx,SECURITY.md,3,EN,0
navicore/signalkgen,SECURITY.md,2,EN,1
ThagodDynasty/React.js,SECURITY.md,3,EN,0
Will855/Portfolio-Web-Page,SECURITY.md,3,EN,0
chinnuxd/jessyRobot,SECURITY.md,5,ML,0
alekami649/tca,SECURITY.md,3,EN,0
RealityVR/Reality-VR,SECURITY.md,3,EN,0
aptible/tf-starter-monolith,SECURITY.md,3,EN,0
miacio/sql-to-code,SECURITY.md,3,EN,0
bagelwastaken/kekbot,.github/SECURITY.md,3,EN,0
Julexar/Encounter-Creator,SECURITY.md,3,EN,0
filefilego/filefilego,SECURITY.md,3,EN,0
Didjer01/Buyer1,SECURITY.md,3,EN,0
ElBe-Development/discord.py-bot-template,SECURITY.md,3,EN,0
Azure/Wordpress-on-Linux-App-Service-plugins,SECURITY.md,4,EN,0
King133x/JTIDATA,SECURITY.md,4,EN,0
javachaos/blackether,SECURITY.md,2,EN,0
statisticsnorway/dapla-source-data-processor-build-scripts,SECURITY.md,2,EN,0
ChilliWood/war-client,SECURITY.md,3,EN,0
aptible/aptible-resource,SECURITY.md,3,EN,0
Aleksey-r-dev/hello-world,SECURITY.md,3,EN,0
NuggaN85/Protection-Anti-Plagiat,SECURITY.md,3,EN,0
aptible/pg_activity,SECURITY.md,3,EN,0
aptible/ember-json-schema-document,SECURITY.md,3,EN,0
YassinTalhaoui/INFO-F310---Algorithmique-et-recherche-operationnelle,SECURITY.md,3,EN,0
Lindharden/DevOps,SECURITY.md,3,EN,0
taedonn/gitbook-theme,_book/SECURITY.md,3,EN,0
taedonn/gitbook-theme,SECURITY.md,3,EN,0
Dedal378/vue3-template,SECURITY.md,3,EN,0
Priyansh-15/Job_Helper,SECURITY.md,3,EN,0
aptible/terraform-aptible-metrics,SECURITY.md,3,EN,0
kelvins-lab/flick-city,SECURITY.md,3,EN,0
themuuln/final-portfolio,SECURITY.md,3,EN,0
KilianDunat/KilianDunat.github.io,SECURITY.md,3,EN,0
svetlyachok1134/face_recog_git,SECURITY.md,3,EN,0
adapt-security/adapt-authoring,SECURITY.md,2,EN,0
Konloch/Socket-Server,Example/CR-Echo-Server/SECURITY.md,3,EN,0
Konloch/Socket-Server,Example/Echo-Server/SECURITY.md,3,EN,0
Konloch/Socket-Server,Core/SECURITY.md,3,EN,0
Konloch/Socket-Server,SECURITY.md,3,EN,0
sam-baraka/flutter-senior-mobile-app,SECURITY.md,3,EN,0
JosephAbbey/JaTeX,SECURITY.md,3,EN,0
TalDoHiki/Python_Projects,SECURITY.md,3,EN,0
Ammar-Bin-Amir/Traffic_Control_System,SECURITY.md,3,EN,0
gamowwwer/kl-cyberimmunity-hw,atomic-plant-security.md,8,RU,0
DaveyCodeReal/mindpalace-dinner,SECURITY.md,3,EN,0
RyanUlch/hexitaire,SECURITY.md,3,EN,0
imgproxy/imgproxy,SECURITY.md,2,EN,0
yazaldefilimonepinto/clean-arch-react-native-starter,SECURITY.md,3,EN,0
erlandmuchasaj/sanitize,SECURITY.md,3,EN,0
aptible/docker-redis,SECURITY.md,3,EN,0
BetonQuest/BetonQuest,SECURITY.md,2,EN,0
dingjiachengcn/LeetCodeDailyChineseExplanation,SECURITY.md,3,EN,0
yi-yunseok/Yi-Yunseok.GitHub.io,SECURITY.md,3,EN,0
sabeeshvk/cloudkitchen,SECURITY.md,3,EN,0
statisticsnorway/microdata-job-service,SECURITY.md,2,EN,0
yajium/yajium-site,SECURITY.md,3,EN,0
hgkdd/tet-formelsammlung,SECURITY.md,3,EN,0
developer9081/pereezd-gruzchiki,SECURITY.md,3,EN,0
aecyia/STBL,SECURITY.md,4,EN,0
traceloop/jest-opentelemetry,SECURITY.md,4,EN,0
aksm/archipelago-scripts,SECURITY.md,3,EN,0
ahsanulislamkhan/access-cotton,SECURITY.md,3,EN,0
aptible/docker-debian,SECURITY.md,3,EN,0
Master-Dipankar/todo,SECURITY.md,3,EN,0
jewl-app/.github,SECURITY.md,10,EN,0
RyanUlch/ryanulchsite,SECURITY.md,3,EN,0
aptible/aptible-deploy-action,SECURITY.md,3,EN,0
tbdger/osfusion,SECURITY.md,3,EN,0
thrylos2307/Real-Estate,SECURITY.md,3,EN,0
designsystemscoalition/.github,.github/SECURITY.md,3,EN,0
new92/Supercell,SECURITY.md,2,EN,0
AntonioPGR/casa-verde,SECURITY.md,3,EN,0
ifandraliuk/Tablet-Dice,SECURITY.md,3,EN,0
ifandraliuk/Tablet-Dice,node_modules/shell-quote/security.md,3,EN,0
Medaminebouras/projet-pfe,SECURITY.md,3,EN,0
burno1/foi-de-base,SECURITY.md,3,EN,0
zero-to-prod/portfolio,SECURITY.md,1,EN,0
AliReza1083/AniLearn.dev,SECURITY.md,1,EN,0
mikkokut/covert.host,SECURITY.md,2,EN,0
rayark1/github-test,SECURITY.md,3,EN,0
ReiKatz/status-page,SECURITY.md,3,EN,0
paulscherrerinstitute/fast-feedback-indexer,SECURITY.md,3,EN,0
linjicong/mixed-cloud-resource-stat,SECURITY.md,3,EN,0
Aadityaanugrah10/API_wisata_palembang,SECURITY.md,3,EN,0
Rafaelcds21/python-projects,SECURITY.md,3,EN,0
angat-yogi/portfolio-angatworld,SECURITY.md,3,EN,0
DigitalBitTechnologies/NeuralNetwork,SECURITY.md,3,EN,0
Runa-Chin/runaOS-Loopy,SECURITY.md,3,EN,0
Chrisobrien702/STBrand,SECURITY.md,3,EN,0
aptible/terraform-provider-aptible-iaas,SECURITY.md,3,EN,0
manekinekko/openai-chat,SECURITY.md,4,EN,0
microsoft/android-samples,SECURITY.md,4,EN,0
SIAMRAHMAN000/Siam_Bomber,SECURITY.md,3,EN,0
roytrust/programming,security.md,9,EN,0
lenevor/syscodes,.github/SECURITY.md,3,EN,0
alwyn974/Saturnity,SECURITY.md,3,EN,0
zaheer48/unikoop,SECURITY.md,3,EN,0
hyperxpro/Brotli4j,SECURITY.md,3,EN,0
Ngtinhs/ExamManagement,SECURITY.md,3,EN,0
oracle/netsuite-suitecloud-sdk,SECURITY.md,3,EN,0
JUAN57755/servercraft-2d-github-edition,SECURITY.md,3,EN,0
Konloch/Constants,SECURITY.md,3,EN,0
Konloch/DSLBuilder,SECURITY.md,3,EN,0
RyzenK8/PasswordGeneratorCLI,SECURITY.md,3,EN,0
actions-marketplace-validations/sonarcloud-actions_sonarcloud-check-status-action,SECURITY.md,3,EN,0
rk-poddar/Java-Course,SECURITY.md,3,EN,0
wolf-justin0103/laravelE-Commerce,SECURITY.md,1,EN,0
devops-sagar/DSA,SECURITY.md,3,EN,0
wahyusutejo1986/php-securecode-example,SECURITY.md,3,EN,0
MigzAndroidz/Future-Value-Calculator-Program,SECURITY.md,3,EN,0
HouseSteppa/imaginations,SECURITY.md,3,EN,0
MathDuck/ProjectDeux,SECURITY.md,3,EN,0
aptible/supercronic,SECURITY.md,3,EN,0
codepoptech/bugsify-ruby,SECURITY.md,3,EN,0
plinsumo/plinsumo,SECURITY.md,3,EN,0
bobsbughut/bobsbughut.github.io,SECURITY.md,3,EN,0
najib4u/simplsofts,SECURITY.md,3,EN,0
luhaifeng666/kana-playground,SECURITY.md,0,EN,0
Lozllll/ToolCheckMail,SECURITY.md,3,EN,0
ProfCyberNaught/php_user_login_system,SECURITY.md,4,EN,0
equinor/openapi-flattener,SECURITY.md,3,EN,0
AR-Nazari/Strategic_Documentation,SECURITY.md,3,EN,0
demark-pro/react-booking-calendar,SECURITY.md,3,EN,0
Lynanguyen0515/pepe-pentest,SECURITY.md,3,EN,0
aptible/omnivault,SECURITY.md,3,EN,0
Prem-S-9081/AI-Voice-Assistance-like-Jarvis,SECURITY.md,3,EN,0
vivekthakurcse/ChatVSS,SECURITY.md,3,EN,0
dajiaji/hpke-js,SECURITY.md,3,EN,0
Azure/azure-spring-suitability-rules,SECURITY.md,4,EN,0
Nebuchadnezza2/since,SECURITY.md,3,EN,0
jiashi2/blog,SECURITY.md,3,EN,0
tajo/ladle,SECURITY.md,3,EN,0
paparasj/MyBlogs,SECURITY.md,3,EN,0
oracle/ktls-utils,SECURITY.md,3,EN,0
Part-DB/Part-DB-server,SECURITY.md,3,EN,0
mahdiatubly/Full_DevOps_RoadMap,Security.md,1,EN,0
ZeNtrY1/zentry1,SECURITY.md,3,EN,0
maheswara2421/first-experiment-in-front-end,SECURITY.md,3,EN,0
DXCANZProduct/DXC-Products-for-Microsoft-Business-Applications,SMART-SEND/CONFIGURATION/Security.md,6,EN,0
DXCANZProduct/DXC-Products-for-Microsoft-Business-Applications,CORE-EXTENSIONS/USER-SECURITY-AUDIT-DETAIL-REPORT/User-Security-audit-detail-report.md,7,EN,0
DXCANZProduct/DXC-Products-for-Microsoft-Business-Applications,EDI/INTEGRATION/OTHER/Security-configuration.md,8,EN,0
DXCANZProduct/DXC-Products-for-Microsoft-Business-Applications,EDI/CUSTOMER/OTHER/Security-configuration.md,8,EN,0
DXCANZProduct/DXC-Products-for-Microsoft-Business-Applications,EDI/VENDOR/OTHER/Security-configuration.md,8,EN,0
DXCANZProduct/DXC-Products-for-Microsoft-Business-Applications,EDI/CORE/Other/Security-configuration.md,6,EN,0
DXCANZProduct/DXC-Products-for-Microsoft-Business-Applications,EDI/FREIGHT-FORWARDER/OTHER/Security-configuration.md,8,EN,0
DXCANZProduct/DXC-Products-for-Microsoft-Business-Applications,EDI/3PL/OTHER/Security-configuration.md,8,EN,0
DXCANZProduct/DXC-Products-for-Microsoft-Business-Applications,FOREX-CONTRACT/OTHER/Security-configuration.md,9,EN,0
ada-url/ada,SECURITY.md,2,EN,0
lynneconners/full-deep,SECURITY.md,4,EN,0
GULibrarySandbox/ten-repro-learn-static,content/03-security.md,2,EN,0
24yu7ij/retyvrtetrr-gmail.com,SECURITY.md,3,EN,0
daliondev/TalkPa,SECURITY.md,3,EN,0
timtam54/RSSWebMac,SECURITY.md,3,EN,0
jESC-Solutions/jESC-SOP,Network-and-Security.md,5,EN,0
raminsa/telegram-bot-api,SECURITY.md,3,EN,0
CliffCrerar/mongo-db-rest-api-1,SECURITY.md,3,EN,0
Mavennet/traceability-dto,SECURITY.md,3,EN,0
Waguyo212/Waguyo212,SECURITY.md,3,EN,0
zeissmicroscopy/imgdoc2,SECURITY.md,1,EN,0
JohnConklin/GolfHandicapWebsite,SECURITY.md,3,EN,0
0leshe/OpenGames,SECURITY.md,3,EN,0
aptible/docker-mysql,SECURITY.md,3,EN,0
atbcb/usab-uswds,SECURITY.md,3,EN,0
aptible/ember-json-schema-views,SECURITY.md,3,EN,0
milyosz/PROject,SECURITY.md,3,EN,0
yama9973/astro-tutorial,SECURITY.md,3,EN,0
ICTU/ictuwp-plugin-gc-reply-to-mailaddress,SECURITY.md,4,EN,0
emreihtiyar/fastapi-template,SECURITY.md,1,EN,0
priyankamarabille1008/referral_project,SECURITY.md,3,EN,0
LuisDxl98/languages_tutor_openedx_en_EN2,SECURITY.md,3,EN,0
rayataufik/U-Laundry,SECURITY.md,3,EN,0
MRSLIMECODING/Take-care-off-the-kitten,SECURITY.md,3,EN,0
spektre1/library,SECURITY.md,2,EN,0
evennia/evennia,docs/source/Setup/Security-Practices.md,8,EN,0
evennia/evennia,SECURITY.md,3,EN,0
structlooper/skanBackend,SECURITY.md,3,EN,0
AnishEllore/vclogger,SECURITY.md,3,EN,0
beniregev/fed-react-final-project,SECURITY.md,3,EN,0
AverseABFun-windows/tapy,SECURITY.md,2,EN,0
casid/jte,SECURITY.md,3,EN,2
aksqrd/ORM,SECURITY.md,3,EN,0
microsoft/OpenAIWorkshop,SECURITY.md,4,EN,0
RightToAskOrg/bulletin-board,SECURITY.md,3,EN,0
fabianmunozp2508/intebien,SECURITY.md,3,EN,0
saren15/saren15,SECURITY.md,3,EN,0
ConichalciteGod/OpenAIRewriter---Testing-,SECURITY.md,3,EN,0
BMRonzani/Estudos-GitHub,SECURITY.md,3,EN,0
erich-tech/erich-tech.github.io,_posts/2022-12-20-Security%2B%20Notes.md,0,EN,0
erich-tech/erich-tech.github.io,_posts/2022-11-24-Information%20Security%20Policy%20%28Template%29.md,9,EN,0
erich-tech/erich-tech.github.io,_posts/2022-12-01-Security%20Awareness%20Training.md,5,EN,0
erich-tech/erich-tech.github.io,_posts/2023-02-25-CIS%20Critical%20Security%20Controls.md,3,EN,0
highcharts/highcharts,SECURITY.md,6,EN,0
cocobird1/fantasyfootball-crawler,SECURITY.md,3,EN,0
IAMSRK9/SHARUKSRK,SECURITY.md,3,EN,0
JiwJiw73/-codespaces-jupyter,SECURITY.md,3,EN,0
Kilerd/gotcha,SECURITY.md,3,EN,0
Ampers97nd/Librem-Legacy,SECURITY.md,3,EN,0
sandevistan14/RPG_Java,SECURITY.md,3,EN,0
NishkarshRaj/github-best-practices,SECURITY.md,3,EN,0
azubair/MyTicketbook-master,SECURITY.md,3,EN,0
Avtera/DOTA-2-PATCHER,SECURITY.md,4,EN,0
robinmoisson/staticrypt,SECURITY.md,3,EN,0
asrafulsharker/c-program-for-beginners-example,SECURITY.md,3,EN,0
aptible/docker-logstash,SECURITY.md,3,EN,0
MCA-NITW/mca_nitw,SECURITY.md,3,EN,0
frc7787/FRC-2023,FRC-2023-master/SECURITY.md,3,EN,0
frc7787/FRC-2023,SECURITY.md,3,EN,0
asrafulsharker/OpenGL-Project,SECURITY.md,3,EN,0
githubpersona/00-mareator,SECURITY.md,3,EN,0
rickorganization/GHAS-java,SECURITY.md,3,EN,0
microsoft/HAMS-ALT,SECURITY.md,4,EN,0
aptible/docker-ruby,SECURITY.md,3,EN,0
MohamedkniriQ/QenuQ,SECURITY.md,3,EN,0
msx752/WindowsForms.Console,SECURITY.md,3,EN,0
taedonn/portfolio,SECURITY.md,3,EN,0
YsarocK/nuxt-appwrite,SECURITY.md,3,EN,0
taedonn/resume,SECURITY.md,3,EN,0
WhyNotDogie/luvjs,SECURITY.md,3,EN,0
DakshCodess/DinoGame,SECURITY.md,3,EN,0
shendanil/tenzi-game,SECURITY.md,3,EN,0
shakiblimon/i_love_coffee,SECURITY.md,3,EN,0
harunjeylan/alif_django_react_ecommerce,SECURITY.md,3,EN,0
Eviloma/EvilomaID,SECURITY.md,2,EN,0
aptible/cadvisor-factory,SECURITY.md,3,EN,0
aptible/joecool,SECURITY.md,3,EN,0
kamekichi110/blog.sirokuma,SECURITY.md,3,EN,0
kamekichi110/blog.sirokuma,node_modules/tslib/SECURITY.md,4,EN,0
kamekichi110/blog.sirokuma,node_modules/npm/node_modules/node-gyp/SECURITY.md,0,EN,0
kamekichi110/blog.sirokuma,node_modules/npm/node_modules/events/security.md,3,EN,0
kamekichi110/blog.sirokuma,node_modules/highlight.js/SECURITY.md,3,EN,0
betatester1024/BetaUtilities,SECURITY.md,3,EN,0
betatester1024/BetaUtilities,node_modules/cookie/SECURITY.md,2,EN,0
betatester1024/BetaUtilities,node_modules/bcrypt/SECURITY.md,3,EN,0
betatester1024/BetaUtilities,node_modules/body-parser/SECURITY.md,2,EN,0
betatester1024/BetaUtilities,node_modules/finalhandler/SECURITY.md,2,EN,0
betatester1024/BetaUtilities,node_modules/send/SECURITY.md,2,EN,0
betatester1024/BetaUtilities,node_modules/raw-body/SECURITY.md,2,EN,0
microsoft/opendatasheets-framework,SECURITY.md,4,EN,0
msx752/SampleDotnet.Result,SECURITY.md,3,EN,0
thiru1990/AzureCommunicationServcieUI,SECURITY.md,3,EN,0
justPa1nbro/Trojan-Made-by-musALLat,SECURITY.md,3,EN,0
asrafulsharker/c-basic,SECURITY.md,3,EN,0
lin-dongyizhi7/my-piano,SECURITY.md,3,EN,0
Xuanwo/Xuanwo,pages/CircleCI%20Security%20Alert%253A%20Rotate%20Any%20Secrets%20Stored%20in%20CircleCI.md,0,EN,0
Xuanwo/Xuanwo,pages/AWS%20Security%20Token%20Service.md,0,ZH,0
Richard-Barrett/spectacles-workflow,SECURITY.md,3,EN,0
Slyrith/Arcadius,SECURITY.md,3,EN,0
Slyrith/Arcadius,node_modules/cookie/SECURITY.md,2,EN,0
Slyrith/Arcadius,node_modules/body-parser/SECURITY.md,2,EN,0
Slyrith/Arcadius,node_modules/finalhandler/SECURITY.md,2,EN,0
Slyrith/Arcadius,node_modules/send/SECURITY.md,2,EN,0
Slyrith/Arcadius,node_modules/raw-body/SECURITY.md,2,EN,0
100backslash001/Tanks-Game,SECURITY.md,3,EN,0
Dpd8464/htmlPage,SECURITY.md,3,EN,0
duckinator/bork,SECURITY.md,3,EN,0
aptible/chkbundle,SECURITY.md,3,EN,0
Konloch/DynVarMap,SECURITY.md,3,EN,0
swedishstudiosgames/ssg-regen,SECURITY.md,3,EN,0
mathiasbynens/Array.from,.github/SECURITY.md,1,EN,0
IOWIFI6-GLOBAL/jacqueline-s-mbp-macappstore,SECURITY.md,0,EN,0
Joinfs/JoinFS,SECURITY.md,3,EN,0
microsoft/dataflow2text,SECURITY.md,4,EN,0
GAEAlimited/gatsby-starter,SECURITY.md,3,EN,0
Aye10032/CommunismBotPlatform,SECURITY.md,3,EN,0
MOHAMMAD3230/PROJECT,SECURITY.md,3,EN,0
velprabbha/java-core,SECURITY.md,3,EN,0
Nideeshp/googlestore.in,SECURITY.md,3,EN,0
jhalmu/blogDashboardAdmin,SECURITY.md,3,EN,0
VolkanSah/MiniGreX-CMS,documentation/security_upload_function.md,1,DE,0
VolkanSah/MiniGreX-CMS,documentation/public-security.md,1,DE,0
VolkanSah/MiniGreX-CMS,documentation/core-security.md,1,DE,0
VolkanSah/MiniGreX-CMS,documentation/admin-security.md,1,DE,0
YannGotti/mirgorodsky-project,SECURITY.md,3,EN,0
kallioaleksi/slackstatus,SECURITY.md,3,EN,0
new92/IGFollowersIncreaser,SECURITY.md,2,EN,0
muskieclark/operationrm.github.io,SECURITY.md,3,EN,0
executablebooks/markdown-it-py,SECURITY.md,3,EN,0
TerrorByteTW/Honeypot,SECURITY.md,3,EN,0
DevCycleHQ/.github,.github/SECURITY.md,1,EN,0
Kaito-Nishihara/CsGrpcServer,SECURITY.md,3,EN,0
dajiaji/pyseto,SECURITY.md,3,EN,0
MrBisquit/uniqueit,SECURITY.md,3,EN,0
PercyPotterN/202302-C83-Class,SECURITY.md,3,EN,0
YasserOuamCor/Opilse,SECURITY.md,3,EN,0
pilypio/frontend,SECURITY.md,3,EN,0
school22online/School,SECURITY.md,3,EN,0
Saifulislamsalim79/test_codeql,SECURITY.md,3,EN,0
aptible/docker-hog,SECURITY.md,3,EN,0
RightToAskOrg/website-javascript,SECURITY.md,3,EN,0
miyabin66/ganotify,SECURITY.md,3,EN,0
aptible/docker-nginx,SECURITY.md,3,EN,0
aptible/spawn_passthrough,SECURITY.md,3,EN,0
soufiyanbenallal/map-dev,SECURITY.md,3,EN,0
nandhakumarRNK/Animated-404-Error-Page,SECURITY.md,3,EN,0
joshreep/captain-hook,SECURITY.md,3,EN,0
marklindsey11/ATC1,SECURITY.md,2,EN,0
CasserolePrivacy/Chameleon,SECURITY.md,3,EN,0
oracle/trace-propagator,SECURITY.md,3,EN,0
WeydsonCristiano/cristunes,SECURITY.md,3,EN,0
ramykatour/bitnou-Fronted,SECURITY.md,3,EN,0
MirrorNetworking/Mirror,SECURITY.md,6,EN,0
aweshchoudhary/stellar-aesthetics,SECURITY.md,3,EN,0
takenet/deckard,SECURITY.md,3,EN,0
Pruiman/Autotcpkill,SECURITY.md,3,EN,0
SauravMaheshkar/Node-Property-Prediction,.github/SECURITY.md,3,EN,0
girbola/mdir_fx,SECURITY.md,3,EN,0
gotcpforward/gotcpforward,SECURITY.md,3,EN,0
PenglinYang/security-best-practice,security-best-practice.md,8,ZH,0
PenglinYang/security-best-practice,security-best-practice-en.md,8,EN,0
Eknathreddy09/airgapworkshop-tap,workshop/content/exercises/12-security-analysis.md,0,EN,10
robo369/transfer-data-money-to-Bank-Mellat-ns1-2-with-Python,SECURITY.md,3,EN,0
roeea2/RoeeOX,SECURITY.md,0,EN,0
tavaresgerson/nestdocbr,openapi/security.md,1,OC,0
priteshyadav444/validation,SECURITY.md,0,EN,0
bomonike/gha-baseline,SECURITY.md,3,EN,0
ballukpy/ATM-project,SECURITY.md,3,EN,0
ngerakines/k8s-consul-mutator-rs,SECURITY.md,3,EN,0
oracle/tax-reporting-framework-cli,SECURITY.md,3,EN,0
sanket-2001/sanket2001.github.io,SECURITY.md,3,EN,0
devnamdev2003/PC_Assistant,SECURITY.md,3,EN,0
openlink/virtuoso-opensource,SECURITY.md,3,EN,0
Conwq/repository-template,SECURITY.md,3,EN,0
dicebear/figma-exporter-plugin,SECURITY.md,2,EN,0
dkmca-gh/gimit.gh,SECURITY.md,2,EN,0
JVT038/MetaTube,SECURITY.md,1,EN,0
rust-nostr/nostr-signer,SECURITY.md,1,EN,0
ManethChandupa/Chandupa32,SECURITY.md,3,EN,0
GaurangB/cucumber-java-2023,SECURITY.md,3,EN,0
emanuele-em/man-in-the-middle-proxy,SECURITY.md,9,EN,0
msx752/PackZero.HostedConsoleService,SECURITY.md,3,EN,0
AlperAkca79/SkyNotepad,SECURITY.md,3,EN,0
ageha734/proxmox_proxy_top_html,SECURITY.md,3,EN,0
themuuln/nvim,SECURITY.md,3,EN,0
Vishal97012/response-website-1,SECURITY.md,3,EN,0
Gonglja/my-garden,SECURITY.md,3,EN,0
benisalla/imane-ismail-portfolio,SECURITY.md,3,EN,0
alexbars215/Lighthouse-Labs,SECURITY.md,3,EN,0
0x4974616c6f/ferrinox-api-TDD,SECURITY.md,3,EN,0
imyt/skeleton-templates,SECURITY.md,3,EN,0
hr17045/SCHOL2023,SECURITY.md,3,EN,0
quality-stack/java-selenium-qa,SECURITY.md,3,EN,0
spring-projects/.github,SECURITY.md,1,EN,0
arunpillai6/DVWA,SECURITY.md,3,EN,0
aptible/aptible-api-ruby,SECURITY.md,3,EN,0
statisticsnorway/microdata-metadata-service,SECURITY.md,2,EN,0
Eidikoz/1913110035_express,SECURITY.md,3,EN,0
mo-tarek/Teach-Yourself-CS,SECURITY.md,3,EN,0
mithraiclabs/psyoptions,SECURITY.md,4,EN,0
Atmosera-admin-prep/handouts,SECURITY.md,3,EN,0
msechen/JD_Diy,SECURITY.md,3,EN,0
WangMinan/management-client,SECURITY.md,2,ZH,0
guereslib/ten-reproducible-research-things,content/03-security.md,2,EN,0
malek-annabi/portfolioReact,SECURITY.md,3,EN,0
oracle/coherence-idea-plugin,SECURITY.md,3,EN,0
yangyibiao/yangyibiao.github.io,SECURITY.md,3,EN,0
Maggomann/filament-tournament-league-administration,SECURITY.md,3,EN,0
Yushinta/weddingv2,SECURITY.md,3,EN,0
vivekthakurcse/TextUtils,SECURITY.md,3,EN,0
blackcon/blackcon.github.io,_posts/blog/2023-02-16-Archive-about-aptos-security.md,4,EN,0
sajedjalil/ChatGPT-Software-Testing-Study,SECURITY.md,3,EN,0
MrLeeDeFi/Mev_Bot,Security.md,3,EN,0
RyanUlch/lucillefrank,SECURITY.md,3,EN,0
VERIPI/veripi,SECURITY.md,3,EN,0
pete-buwembo/monopoly-masters,SECURITY.md,3,EN,0
hmake98/nestjs-starter,SECURITY.md,3,EN,0
tinymce/tinymce-jquery,SECURITY.md,2,EN,0
guilhermelinosp/INPI-Integrator,SECURITY.md,3,EN,0
gbrayhan/rsuite-nextjs,SECURITY.md,3,EN,0
nv-morpheus/.github,SECURITY.md,0,EN,0
miroslavpejic85/mirotalk,SECURITY.md,2,EN,0
winofwin292/vn-ad,SECURITY.md,3,EN,0
NiladriSaha1992/Fuel-Cost-File-IO,SECURITY.md,3,EN,0
Int3rPlanetary/int3rplanetary,SECURITY.md,3,EN,0
statisticsnorway/dapla_github_metrics,SECURITY.md,2,EN,0
Peyxw/Deprem-Api,SECURITY.md,3,EN,0
FabianaCampanari/FabiCard,SECURITY.md,3,EN,0
forestrharumaki/Leafcube,SECURITY.md,3,EN,0
Aurea-Juniper/FireGold-Bot,SECURITY.md,3,EN,0
GoodGuyForReal/kanbanboard,SECURITY.md,3,EN,0
vhdeshpande/DemoRepo,SECURITY.md,3,EN,0
EGY-Temble/Adidas,SECURITY.md,3,EN,0
craftcms/.github,SECURITY.md,7,EN,0
BancoContinental/projectBase,SECURITY.md,3,EN,0
MartinHelwig/MartinHelwig.github.io,SECURITY.md,3,EN,0
oracle/cloudtestdrive,SECURITY.md,3,EN,0
oracle/cloudtestdrive,AppDev/cloud-native/dev-ops/general/environment-setup/security-setup.md,11,EN,0
oracle/cloudtestdrive,ATP/extending-apex-with-ADB/add-security/add-security.md,10,EN,0
thmreza/pv080_test_cpp,SECURITY.md,3,EN,0
Azure/observability-foundations,SECURITY.md,4,EN,0
Konloch/SafeYAML,SECURITY.md,3,EN,0
KouShenhai/KCloud-Platform-Alibaba,SECURITY.md,2,DE,0
danbao090/YelpCampD,SECURITY.md,3,EN,0
dajiaji/bhttp-js,SECURITY.md,3,EN,0
AllieInJune04/RENTOR_NHOM1_NT118.N11_2023,SECURITY.md,3,EN,0
Konloch/StringVars,SECURITY.md,3,EN,0
CusMeDroid/absenonline,SECURITY.md,3,EN,0
HDauven/dusk-itn-phase-I,SECURITY.md,2,EN,0
Enclave-EGO/backend,SECURITY.md,3,EN,0
signalwire/libks,SECURITY.md,2,EN,0
DarkCopnay/ClientSite,SECURITY.md,3,EN,0
Whyuachmadshfrdn/SIMADES,SECURITY.md,3,EN,0
tacosontitan/project-odin,SECURITY.md,3,EN,0
thicccat688/selenium-recaptcha-solver,SECURITY.md,3,EN,0
PJDude/dude,SECURITY.md,1,EN,0
Maksim2498/poms,docs/SECURITY.md,3,EN,0
yaleman/github_linter,github_linter/fixes/security_md/SECURITY.md,3,EN,0
yaleman/github_linter,github_linter/tests/security_md.py,0,EN,0
yaleman/github_linter,SECURITY.MD,3,EN,0
microsoft/axe-sarif-converter,SECURITY.md,4,EN,0
microsoft/mu_feature_config,SECURITY.md,6,EN,0
microsoftgraph/microsoft-graph-docs,api-reference/v1.0/includes/snippets/csharp/security-runhuntingquery-csharp-snippets.md,0,EN,0
microsoftgraph/microsoft-graph-docs,concepts/custom-security-attributes-examples.md,182,EN,0
microsoftgraph/microsoft-graph-docs,api-reference/v1.0/api/security-caseoperation-get.md,18,EN,0
microsoftgraph/microsoft-graph-docs,api-reference/v1.0/api/security-ediscoverycustodian-post-unifiedgroupsources.md,25,EN,0
microsoftgraph/microsoft-graph-docs,api-reference/v1.0/api/security-ediscoverysearch-delete-noncustodialsources.md,12,EN,0
microsoftgraph/microsoft-graph-docs,api-reference/v1.0/api/security-ediscoverycase-post-searches.md,16,EN,0
microsoftgraph/microsoft-graph-docs,api-reference/v1.0/api/security-ediscoveryreviewtag-update.md,15,EN,0
